grid_id,休闲POI_密度,办公POI_密度,公共服务POI_密度,交通设施POI_密度,居住POI_密度,总POI密度
1504.0,268.0,48.0,124.0,52.0,20.0,512.0
1505.0,128.0,32.0,116.0,68.0,4.0,348.0
1506.0,4.0,8.0,24.0,0.0,0.0,36.0
1507.0,1308.0,160.0,120.0,64.0,20.0,1672.0
1508.0,1072.0,116.0,64.0,40.0,4.0,1296.0
1509.0,340.0,44.0,20.0,84.0,4.0,492.0
1510.0,464.0,32.0,96.0,132.0,16.0,740.0
1511.0,28.0,0.0,32.0,12.0,12.0,84.0
1512.0,160.0,16.0,132.0,72.0,16.0,396.0
1513.0,424.0,32.0,336.0,112.0,52.0,956.0
1514.0,132.0,16.0,64.0,76.0,40.0,328.0
1515.0,56.0,24.0,52.0,60.0,24.0,216.0
1516.0,592.0,32.0,104.0,56.0,16.0,800.0
1517.0,84.0,52.0,28.0,8.0,4.0,176.0
1518.0,184.0,124.0,24.0,0.0,0.0,332.0
1519.0,16.0,4.0,0.0,0.0,0.0,20.0
1521.0,4.0,4.0,0.0,20.0,4.0,32.0
1522.0,36.0,12.0,40.0,40.0,12.0,140.0
1523.0,220.0,16.0,200.0,76.0,32.0,544.0
1524.0,704.0,36.0,376.0,112.0,32.0,1260.0
1525.0,104.0,12.0,68.0,48.0,12.0,244.0
1526.0,52.0,12.0,60.0,36.0,16.0,176.0
1527.0,164.0,20.0,216.0,100.0,20.0,520.0
1528.0,900.0,40.0,184.0,76.0,136.0,1336.0
1529.0,468.0,44.0,224.0,76.0,60.0,872.0
1530.0,484.0,44.0,432.0,112.0,88.0,1160.0
1531.0,212.0,32.0,176.0,124.0,32.0,576.0
1532.0,68.0,48.0,44.0,140.0,36.0,336.0
1533.0,132.0,44.0,108.0,56.0,32.0,372.0
1534.0,228.0,52.0,172.0,112.0,116.0,680.0
1535.0,0.0,4.0,4.0,24.0,4.0,36.0
1536.0,444.0,68.0,52.0,128.0,80.0,772.0
1537.0,884.0,44.0,504.0,224.0,132.0,1788.0
1538.0,332.0,48.0,140.0,164.0,32.0,716.0
1539.0,404.0,36.0,320.0,196.0,168.0,1124.0
1540.0,420.0,104.0,312.0,320.0,108.0,1264.0
1541.0,572.0,104.0,264.0,224.0,76.0,1240.0
1542.0,1448.0,364.0,480.0,376.0,496.0,3164.0
1543.0,332.0,60.0,152.0,148.0,84.0,776.0
1544.0,1780.0,164.0,1108.0,284.0,120.0,3456.0
1545.0,216.0,88.0,172.0,144.0,104.0,724.0
1546.0,140.0,28.0,40.0,20.0,12.0,240.0
1547.0,600.0,244.0,196.0,148.0,52.0,1240.0
1548.0,376.0,284.0,268.0,148.0,24.0,1100.0
1549.0,332.0,96.0,148.0,132.0,52.0,760.0
1550.0,316.0,76.0,200.0,84.0,48.0,724.0
1551.0,96.0,36.0,64.0,44.0,20.0,260.0
1552.0,1220.0,116.0,96.0,88.0,12.0,1532.0
1553.0,488.0,12.0,184.0,120.0,36.0,840.0
1554.0,244.0,24.0,140.0,84.0,32.0,524.0
1555.0,208.0,40.0,92.0,64.0,16.0,420.0
1556.0,0.0,12.0,4.0,12.0,8.0,36.0
1557.0,16.0,36.0,4.0,12.0,12.0,80.0
1558.0,56.0,12.0,48.0,24.0,24.0,164.0
1559.0,28.0,0.0,16.0,12.0,20.0,76.0
1560.0,20.0,0.0,8.0,12.0,20.0,60.0
1561.0,80.0,24.0,36.0,32.0,12.0,184.0
1562.0,448.0,28.0,232.0,80.0,24.0,812.0
1563.0,16.0,20.0,44.0,20.0,12.0,112.0
1564.0,300.0,60.0,88.0,20.0,28.0,496.0
1565.0,344.0,44.0,204.0,56.0,20.0,668.0
1566.0,512.0,16.0,344.0,84.0,72.0,1028.0
1567.0,1324.0,12.0,380.0,88.0,376.0,2180.0
1568.0,196.0,28.0,72.0,36.0,16.0,348.0
1569.0,168.0,4.0,28.0,12.0,24.0,236.0
1570.0,220.0,44.0,84.0,40.0,64.0,452.0
1571.0,120.0,24.0,84.0,24.0,24.0,276.0
1572.0,16.0,0.0,8.0,4.0,0.0,28.0
1573.0,48.0,8.0,68.0,36.0,32.0,192.0
1574.0,168.0,32.0,4.0,20.0,0.0,224.0
1575.0,128.0,68.0,88.0,8.0,8.0,300.0
1576.0,20.0,12.0,4.0,0.0,8.0,44.0
1578.0,40.0,20.0,24.0,36.0,8.0,128.0
1579.0,4.0,8.0,32.0,44.0,12.0,100.0
1580.0,40.0,4.0,16.0,16.0,4.0,80.0
1581.0,76.0,0.0,40.0,20.0,12.0,148.0
1582.0,0.0,0.0,0.0,4.0,0.0,4.0
1583.0,20.0,12.0,16.0,52.0,0.0,100.0
1584.0,48.0,40.0,76.0,68.0,152.0,384.0
1585.0,252.0,28.0,124.0,100.0,68.0,572.0
1586.0,124.0,20.0,80.0,88.0,248.0,560.0
1587.0,32.0,164.0,68.0,164.0,64.0,492.0
1588.0,4.0,32.0,20.0,140.0,16.0,212.0
1589.0,548.0,88.0,296.0,132.0,92.0,1156.0
1590.0,308.0,68.0,216.0,92.0,28.0,712.0
1591.0,72.0,36.0,64.0,68.0,36.0,276.0
1592.0,224.0,20.0,76.0,120.0,60.0,500.0
1593.0,136.0,264.0,192.0,176.0,64.0,832.0
1594.0,320.0,112.0,124.0,200.0,52.0,808.0
1595.0,128.0,44.0,84.0,180.0,76.0,512.0
1596.0,284.0,84.0,196.0,180.0,60.0,804.0
1597.0,356.0,24.0,192.0,124.0,40.0,736.0
1598.0,3300.0,208.0,368.0,368.0,140.0,4384.0
1599.0,2020.0,148.0,432.0,268.0,164.0,3032.0
1600.0,1124.0,120.0,484.0,244.0,188.0,2160.0
1601.0,292.0,56.0,172.0,108.0,72.0,700.0
1602.0,8.0,0.0,20.0,16.0,8.0,52.0
1603.0,48.0,20.0,56.0,56.0,32.0,212.0
1604.0,176.0,420.0,372.0,52.0,8.0,1028.0
1605.0,624.0,108.0,228.0,152.0,100.0,1212.0
1606.0,664.0,168.0,344.0,136.0,68.0,1380.0
1607.0,448.0,8.0,84.0,44.0,16.0,600.0
1608.0,148.0,72.0,100.0,36.0,16.0,372.0
1609.0,204.0,12.0,100.0,96.0,8.0,420.0
1610.0,656.0,40.0,324.0,184.0,52.0,1256.0
1611.0,56.0,176.0,60.0,52.0,12.0,356.0
1612.0,0.0,20.0,12.0,64.0,0.0,96.0
1613.0,20.0,4.0,44.0,32.0,4.0,104.0
1614.0,0.0,8.0,12.0,32.0,0.0,52.0
1615.0,4.0,8.0,0.0,20.0,12.0,44.0
1616.0,8.0,16.0,0.0,28.0,0.0,52.0
1617.0,196.0,24.0,80.0,60.0,8.0,368.0
1618.0,8.0,12.0,8.0,20.0,0.0,48.0
1619.0,84.0,4.0,56.0,28.0,8.0,180.0
1620.0,156.0,24.0,100.0,28.0,64.0,372.0
1621.0,212.0,12.0,180.0,84.0,12.0,500.0
1622.0,200.0,28.0,212.0,60.0,32.0,532.0
1623.0,432.0,56.0,192.0,60.0,216.0,956.0
1624.0,44.0,8.0,20.0,40.0,20.0,132.0
1625.0,636.0,212.0,100.0,16.0,12.0,976.0
1626.0,100.0,36.0,88.0,44.0,36.0,304.0
1627.0,48.0,12.0,12.0,32.0,12.0,116.0
1628.0,92.0,8.0,32.0,20.0,16.0,168.0
1629.0,0.0,20.0,12.0,44.0,4.0,80.0
1630.0,68.0,8.0,28.0,32.0,4.0,140.0
1631.0,48.0,16.0,20.0,28.0,4.0,116.0
1632.0,40.0,44.0,12.0,4.0,0.0,100.0
1633.0,0.0,0.0,4.0,0.0,0.0,4.0
1635.0,24.0,8.0,20.0,24.0,8.0,84.0
1636.0,76.0,20.0,128.0,28.0,4.0,256.0
1637.0,4.0,0.0,20.0,44.0,4.0,72.0
1638.0,412.0,20.0,300.0,76.0,84.0,892.0
1639.0,12.0,8.0,36.0,48.0,0.0,104.0
1640.0,8.0,16.0,20.0,56.0,24.0,124.0
1641.0,116.0,108.0,128.0,76.0,20.0,448.0
1642.0,616.0,40.0,240.0,116.0,92.0,1104.0
1643.0,348.0,48.0,292.0,84.0,100.0,872.0
1644.0,8.0,16.0,16.0,12.0,8.0,60.0
1645.0,4.0,0.0,20.0,68.0,12.0,104.0
1646.0,104.0,44.0,124.0,68.0,36.0,376.0
1647.0,304.0,48.0,172.0,88.0,40.0,652.0
1648.0,508.0,44.0,372.0,104.0,24.0,1052.0
1649.0,536.0,132.0,504.0,244.0,152.0,1568.0
1650.0,640.0,164.0,224.0,192.0,72.0,1292.0
1651.0,848.0,64.0,280.0,208.0,56.0,1456.0
1652.0,692.0,120.0,284.0,112.0,84.0,1292.0
1653.0,604.0,48.0,280.0,152.0,64.0,1148.0
1654.0,268.0,64.0,224.0,100.0,60.0,716.0
1655.0,796.0,96.0,352.0,256.0,72.0,1572.0
1656.0,312.0,44.0,136.0,88.0,32.0,612.0
1657.0,908.0,108.0,256.0,240.0,164.0,1676.0
1658.0,884.0,56.0,296.0,196.0,100.0,1532.0
1659.0,152.0,76.0,100.0,132.0,68.0,528.0
1660.0,4.0,20.0,40.0,12.0,0.0,76.0
1661.0,340.0,76.0,136.0,60.0,24.0,636.0
1662.0,388.0,40.0,192.0,104.0,20.0,744.0
1663.0,1040.0,28.0,700.0,160.0,32.0,1960.0
1664.0,244.0,60.0,204.0,96.0,28.0,632.0
1665.0,192.0,48.0,176.0,72.0,20.0,508.0
1666.0,384.0,28.0,200.0,100.0,16.0,728.0
1667.0,388.0,36.0,240.0,116.0,48.0,828.0
1668.0,172.0,48.0,68.0,28.0,20.0,336.0
1669.0,0.0,8.0,0.0,0.0,4.0,12.0
1670.0,108.0,8.0,52.0,40.0,8.0,216.0
1671.0,0.0,0.0,4.0,12.0,0.0,16.0
1672.0,0.0,0.0,4.0,0.0,4.0,8.0
1673.0,0.0,0.0,0.0,4.0,4.0,8.0
1674.0,472.0,52.0,172.0,48.0,20.0,764.0
1675.0,68.0,8.0,28.0,44.0,12.0,160.0
1676.0,288.0,28.0,152.0,52.0,32.0,552.0
1677.0,328.0,28.0,160.0,60.0,36.0,612.0
1678.0,16.0,16.0,12.0,12.0,4.0,60.0
1679.0,72.0,4.0,36.0,4.0,4.0,120.0
1680.0,0.0,4.0,0.0,4.0,4.0,12.0
1681.0,40.0,28.0,20.0,32.0,12.0,132.0
1682.0,32.0,16.0,16.0,12.0,8.0,84.0
1683.0,204.0,20.0,84.0,36.0,4.0,348.0
1684.0,136.0,12.0,88.0,32.0,28.0,296.0
1685.0,100.0,20.0,72.0,56.0,16.0,264.0
1686.0,12.0,0.0,4.0,8.0,0.0,24.0
1688.0,32.0,4.0,8.0,64.0,4.0,112.0
1689.0,8.0,0.0,8.0,8.0,0.0,24.0
1690.0,4.0,0.0,8.0,0.0,0.0,12.0
1692.0,0.0,0.0,0.0,4.0,4.0,8.0
1693.0,0.0,8.0,4.0,16.0,0.0,28.0
1694.0,0.0,0.0,4.0,4.0,4.0,12.0
1695.0,20.0,12.0,12.0,0.0,4.0,48.0
1696.0,4.0,0.0,8.0,16.0,4.0,32.0
1697.0,196.0,44.0,204.0,52.0,136.0,632.0
1698.0,208.0,76.0,160.0,76.0,64.0,584.0
1699.0,708.0,908.0,404.0,112.0,44.0,2176.0
1700.0,256.0,24.0,268.0,56.0,68.0,672.0
1701.0,0.0,0.0,0.0,0.0,12.0,12.0
1702.0,80.0,56.0,68.0,28.0,12.0,244.0
1703.0,60.0,4.0,40.0,56.0,20.0,180.0
1704.0,20.0,36.0,28.0,20.0,12.0,116.0
1705.0,252.0,28.0,100.0,84.0,28.0,492.0
1706.0,228.0,72.0,92.0,160.0,80.0,632.0
1707.0,188.0,24.0,168.0,108.0,32.0,520.0
1708.0,488.0,44.0,260.0,156.0,28.0,976.0
1709.0,296.0,56.0,220.0,56.0,112.0,740.0
1710.0,592.0,36.0,220.0,152.0,184.0,1184.0
1711.0,124.0,36.0,92.0,180.0,36.0,468.0
1712.0,396.0,36.0,224.0,124.0,16.0,796.0
1713.0,0.0,4.0,12.0,4.0,0.0,20.0
1714.0,292.0,64.0,236.0,116.0,80.0,788.0
1715.0,240.0,40.0,120.0,76.0,52.0,528.0
1716.0,256.0,80.0,164.0,96.0,64.0,660.0
1717.0,0.0,28.0,8.0,20.0,12.0,68.0
1718.0,236.0,60.0,128.0,64.0,12.0,500.0
1719.0,656.0,40.0,276.0,60.0,44.0,1076.0
1720.0,640.0,36.0,456.0,168.0,48.0,1348.0
1721.0,420.0,144.0,308.0,164.0,56.0,1092.0
1722.0,4.0,20.0,52.0,44.0,12.0,132.0
1723.0,372.0,36.0,220.0,92.0,16.0,736.0
1724.0,552.0,60.0,268.0,84.0,52.0,1016.0
1725.0,304.0,32.0,104.0,40.0,16.0,496.0
1726.0,196.0,332.0,208.0,76.0,244.0,1056.0
1727.0,120.0,204.0,64.0,96.0,56.0,540.0
1728.0,68.0,12.0,36.0,32.0,16.0,164.0
1729.0,0.0,8.0,0.0,20.0,12.0,40.0
1730.0,0.0,0.0,4.0,4.0,0.0,8.0
1731.0,120.0,32.0,68.0,32.0,0.0,252.0
1732.0,84.0,40.0,44.0,12.0,12.0,192.0
1733.0,480.0,20.0,156.0,48.0,32.0,736.0
1734.0,36.0,4.0,28.0,28.0,56.0,152.0
1735.0,0.0,4.0,32.0,8.0,0.0,44.0
1736.0,40.0,0.0,4.0,28.0,0.0,72.0
1737.0,144.0,16.0,52.0,36.0,16.0,264.0
1738.0,100.0,20.0,64.0,68.0,8.0,260.0
1739.0,4.0,8.0,4.0,0.0,0.0,16.0
1740.0,76.0,8.0,60.0,32.0,12.0,188.0
1741.0,0.0,0.0,0.0,4.0,4.0,8.0
1742.0,12.0,12.0,36.0,32.0,12.0,104.0
1743.0,4.0,0.0,12.0,12.0,0.0,28.0
1744.0,4.0,0.0,28.0,8.0,0.0,40.0
1745.0,16.0,0.0,16.0,0.0,0.0,32.0
1746.0,4.0,4.0,4.0,0.0,0.0,12.0
1750.0,16.0,8.0,0.0,0.0,8.0,32.0
1751.0,0.0,4.0,4.0,12.0,12.0,32.0
1752.0,0.0,4.0,0.0,0.0,0.0,4.0
1753.0,20.0,8.0,12.0,24.0,8.0,72.0
1754.0,4.0,16.0,12.0,40.0,4.0,76.0
1755.0,64.0,0.0,28.0,36.0,8.0,136.0
1756.0,128.0,24.0,132.0,72.0,16.0,372.0
1757.0,92.0,8.0,120.0,56.0,40.0,316.0
1758.0,104.0,12.0,68.0,64.0,16.0,264.0
1759.0,0.0,4.0,8.0,16.0,4.0,32.0
1760.0,92.0,28.0,64.0,36.0,20.0,240.0
1761.0,76.0,28.0,16.0,72.0,16.0,208.0
1762.0,8.0,0.0,8.0,8.0,12.0,36.0
1763.0,164.0,64.0,96.0,76.0,52.0,452.0
1764.0,252.0,24.0,216.0,40.0,20.0,552.0
1765.0,108.0,44.0,36.0,60.0,32.0,280.0
1766.0,72.0,32.0,108.0,88.0,28.0,328.0
1767.0,108.0,44.0,52.0,80.0,36.0,320.0
1768.0,500.0,96.0,336.0,224.0,76.0,1232.0
1769.0,172.0,48.0,76.0,52.0,24.0,372.0
1770.0,192.0,44.0,172.0,128.0,32.0,568.0
1771.0,32.0,32.0,12.0,36.0,0.0,112.0
1772.0,224.0,32.0,92.0,104.0,16.0,468.0
1773.0,40.0,36.0,56.0,52.0,16.0,200.0
1774.0,88.0,40.0,108.0,56.0,16.0,308.0
1775.0,0.0,16.0,48.0,8.0,4.0,76.0
1776.0,232.0,36.0,112.0,52.0,20.0,452.0
1777.0,476.0,52.0,284.0,136.0,84.0,1032.0
1778.0,212.0,20.0,176.0,92.0,32.0,532.0
1779.0,784.0,60.0,312.0,192.0,156.0,1504.0
1780.0,24.0,36.0,36.0,48.0,8.0,152.0
1781.0,88.0,32.0,68.0,32.0,8.0,228.0
1782.0,8.0,8.0,20.0,4.0,0.0,40.0
1783.0,20.0,80.0,36.0,24.0,48.0,208.0
1784.0,688.0,908.0,332.0,148.0,420.0,2496.0
1785.0,16.0,0.0,24.0,44.0,20.0,104.0
1786.0,20.0,24.0,8.0,4.0,64.0,120.0
1787.0,4.0,0.0,4.0,0.0,4.0,12.0
1791.0,0.0,0.0,8.0,0.0,0.0,8.0
1793.0,0.0,4.0,4.0,0.0,0.0,8.0
1795.0,112.0,4.0,36.0,32.0,12.0,196.0
1796.0,36.0,16.0,40.0,12.0,8.0,112.0
1798.0,0.0,0.0,16.0,4.0,4.0,24.0
1799.0,0.0,4.0,4.0,0.0,0.0,8.0
1800.0,8.0,0.0,4.0,16.0,0.0,28.0
1801.0,16.0,0.0,8.0,16.0,12.0,52.0
1802.0,12.0,0.0,0.0,0.0,0.0,12.0
1803.0,0.0,0.0,12.0,0.0,0.0,12.0
1804.0,0.0,0.0,4.0,0.0,0.0,4.0
1805.0,0.0,0.0,0.0,8.0,0.0,8.0
1806.0,4.0,0.0,8.0,0.0,0.0,12.0
1807.0,0.0,0.0,0.0,8.0,0.0,8.0
1808.0,12.0,0.0,4.0,16.0,0.0,32.0
1809.0,0.0,0.0,4.0,4.0,0.0,8.0
1810.0,0.0,4.0,16.0,4.0,0.0,24.0
1811.0,4.0,0.0,8.0,4.0,0.0,16.0
1812.0,12.0,24.0,16.0,12.0,4.0,68.0
1813.0,4.0,4.0,32.0,64.0,0.0,104.0
1814.0,0.0,0.0,0.0,24.0,4.0,28.0
1815.0,36.0,8.0,12.0,12.0,4.0,72.0
1816.0,84.0,32.0,80.0,56.0,0.0,252.0
1817.0,72.0,44.0,68.0,20.0,0.0,204.0
1818.0,608.0,48.0,224.0,104.0,64.0,1048.0
1819.0,160.0,56.0,36.0,24.0,12.0,288.0
1820.0,0.0,8.0,8.0,20.0,8.0,44.0
1821.0,64.0,16.0,12.0,12.0,4.0,108.0
1822.0,180.0,68.0,76.0,44.0,16.0,384.0
1823.0,236.0,72.0,160.0,92.0,52.0,612.0
1824.0,88.0,44.0,108.0,12.0,8.0,260.0
1825.0,144.0,40.0,136.0,76.0,36.0,432.0
1826.0,36.0,16.0,44.0,12.0,0.0,108.0
1827.0,68.0,48.0,96.0,64.0,24.0,300.0
1828.0,28.0,12.0,4.0,8.0,12.0,64.0
1829.0,152.0,36.0,144.0,24.0,4.0,360.0
1830.0,8.0,16.0,8.0,0.0,0.0,32.0
1831.0,160.0,76.0,152.0,36.0,36.0,460.0
1832.0,136.0,124.0,52.0,28.0,16.0,356.0
1833.0,104.0,104.0,132.0,120.0,36.0,496.0
1834.0,428.0,44.0,256.0,152.0,24.0,904.0
1835.0,300.0,28.0,224.0,72.0,16.0,640.0
1836.0,1036.0,72.0,432.0,92.0,124.0,1756.0
1837.0,88.0,44.0,56.0,60.0,8.0,256.0
1838.0,4.0,16.0,4.0,20.0,0.0,44.0
1839.0,0.0,4.0,0.0,12.0,0.0,16.0
1840.0,8.0,0.0,24.0,16.0,24.0,72.0
1841.0,100.0,324.0,72.0,60.0,16.0,572.0
1842.0,20.0,4.0,12.0,28.0,16.0,80.0
1843.0,24.0,4.0,0.0,8.0,0.0,36.0
1844.0,0.0,0.0,4.0,8.0,12.0,24.0
1845.0,12.0,0.0,40.0,20.0,4.0,76.0
1846.0,8.0,4.0,4.0,28.0,4.0,48.0
1847.0,12.0,8.0,20.0,24.0,4.0,68.0
1848.0,212.0,20.0,176.0,80.0,20.0,508.0
1849.0,24.0,4.0,24.0,40.0,32.0,124.0
1850.0,8.0,8.0,8.0,28.0,0.0,52.0
1851.0,4.0,0.0,0.0,4.0,0.0,8.0
1852.0,20.0,4.0,0.0,0.0,0.0,24.0
1853.0,12.0,0.0,0.0,16.0,0.0,28.0
1854.0,4.0,0.0,0.0,0.0,4.0,8.0
1855.0,64.0,4.0,4.0,4.0,4.0,80.0
1856.0,76.0,4.0,80.0,4.0,20.0,184.0
1857.0,48.0,8.0,36.0,16.0,44.0,152.0
1858.0,4.0,8.0,4.0,16.0,8.0,40.0
1859.0,16.0,0.0,12.0,16.0,16.0,60.0
1863.0,4.0,0.0,8.0,4.0,0.0,16.0
1865.0,4.0,4.0,0.0,4.0,0.0,12.0
1866.0,0.0,0.0,0.0,12.0,0.0,12.0
1867.0,12.0,0.0,16.0,24.0,0.0,52.0
1868.0,4.0,4.0,4.0,24.0,0.0,36.0
1869.0,0.0,0.0,0.0,4.0,0.0,4.0
1870.0,4.0,0.0,4.0,0.0,4.0,12.0
1871.0,4.0,8.0,12.0,12.0,0.0,36.0
1872.0,248.0,36.0,104.0,32.0,0.0,420.0
1873.0,60.0,12.0,4.0,16.0,0.0,92.0
1874.0,0.0,4.0,0.0,0.0,0.0,4.0
1875.0,4.0,12.0,0.0,16.0,0.0,32.0
1876.0,4.0,8.0,4.0,4.0,0.0,20.0
1877.0,48.0,20.0,20.0,8.0,0.0,96.0
1878.0,12.0,16.0,28.0,0.0,0.0,56.0
1879.0,260.0,64.0,136.0,88.0,16.0,564.0
1880.0,792.0,88.0,516.0,148.0,120.0,1664.0
1881.0,56.0,20.0,56.0,32.0,0.0,164.0
1882.0,28.0,12.0,48.0,32.0,8.0,128.0
1883.0,156.0,40.0,180.0,112.0,60.0,548.0
1884.0,184.0,136.0,176.0,88.0,44.0,628.0
1885.0,376.0,80.0,144.0,24.0,36.0,660.0
1886.0,412.0,64.0,176.0,12.0,8.0,672.0
1887.0,160.0,32.0,96.0,44.0,12.0,344.0
1888.0,804.0,120.0,412.0,112.0,100.0,1548.0
1889.0,224.0,40.0,128.0,104.0,20.0,516.0
1890.0,424.0,48.0,300.0,116.0,72.0,960.0
1891.0,452.0,32.0,220.0,132.0,56.0,892.0
1892.0,212.0,24.0,148.0,64.0,16.0,464.0
1893.0,272.0,36.0,168.0,12.0,16.0,504.0
1894.0,4.0,24.0,16.0,28.0,0.0,72.0
1895.0,0.0,0.0,8.0,4.0,0.0,12.0
1896.0,4.0,0.0,0.0,20.0,4.0,28.0
1897.0,4.0,4.0,12.0,32.0,8.0,60.0
1898.0,0.0,0.0,4.0,0.0,4.0,8.0
1899.0,32.0,4.0,12.0,16.0,0.0,64.0
1900.0,20.0,0.0,8.0,8.0,4.0,40.0
1901.0,16.0,8.0,16.0,8.0,0.0,48.0
1902.0,20.0,4.0,20.0,76.0,0.0,120.0
1903.0,4.0,4.0,4.0,8.0,4.0,24.0
1904.0,0.0,0.0,4.0,0.0,0.0,4.0
1905.0,4.0,16.0,8.0,24.0,4.0,56.0
1906.0,20.0,8.0,32.0,12.0,8.0,80.0
1907.0,36.0,0.0,16.0,48.0,4.0,104.0
1908.0,12.0,4.0,24.0,24.0,0.0,64.0
1909.0,20.0,8.0,16.0,20.0,24.0,88.0
1910.0,4.0,0.0,8.0,12.0,4.0,28.0
1911.0,144.0,8.0,152.0,56.0,8.0,368.0
1912.0,160.0,8.0,72.0,48.0,20.0,308.0
1913.0,520.0,52.0,464.0,32.0,36.0,1104.0
1914.0,172.0,16.0,200.0,4.0,24.0,416.0
1915.0,288.0,8.0,92.0,52.0,12.0,452.0
1916.0,4.0,4.0,4.0,8.0,0.0,20.0
1917.0,20.0,12.0,8.0,4.0,0.0,44.0
1918.0,4.0,0.0,0.0,0.0,0.0,4.0
1921.0,8.0,4.0,0.0,12.0,0.0,24.0
1923.0,4.0,0.0,0.0,8.0,0.0,12.0
1924.0,4.0,0.0,0.0,32.0,4.0,40.0
1925.0,16.0,4.0,16.0,8.0,0.0,44.0
1927.0,0.0,0.0,4.0,20.0,0.0,24.0
1928.0,12.0,16.0,8.0,24.0,4.0,64.0
1929.0,48.0,8.0,36.0,28.0,32.0,152.0
1930.0,8.0,12.0,12.0,20.0,32.0,84.0
1931.0,4.0,0.0,0.0,12.0,0.0,16.0
1932.0,0.0,8.0,8.0,12.0,12.0,40.0
1933.0,168.0,48.0,64.0,36.0,0.0,316.0
1934.0,412.0,88.0,112.0,64.0,4.0,680.0
1935.0,80.0,60.0,112.0,40.0,0.0,292.0
1936.0,184.0,88.0,172.0,56.0,8.0,508.0
1937.0,668.0,116.0,360.0,112.0,48.0,1304.0
1938.0,340.0,32.0,168.0,76.0,12.0,628.0
1939.0,96.0,24.0,68.0,44.0,20.0,252.0
1940.0,476.0,48.0,248.0,180.0,32.0,984.0
1941.0,280.0,24.0,240.0,132.0,96.0,772.0
1942.0,12.0,4.0,36.0,24.0,8.0,84.0
1943.0,4.0,0.0,8.0,0.0,4.0,16.0
1944.0,88.0,44.0,44.0,36.0,8.0,220.0
1945.0,376.0,40.0,164.0,72.0,32.0,684.0
1946.0,16.0,20.0,32.0,44.0,20.0,132.0
1947.0,20.0,20.0,20.0,24.0,4.0,88.0
1948.0,80.0,12.0,116.0,68.0,12.0,288.0
1949.0,0.0,0.0,16.0,4.0,0.0,20.0
1950.0,24.0,4.0,48.0,44.0,8.0,128.0
1951.0,100.0,32.0,56.0,52.0,28.0,268.0
1952.0,184.0,4.0,116.0,68.0,12.0,384.0
1953.0,276.0,12.0,132.0,60.0,12.0,492.0
1954.0,0.0,0.0,12.0,8.0,4.0,24.0
1955.0,0.0,0.0,4.0,4.0,4.0,12.0
1956.0,32.0,0.0,12.0,20.0,0.0,64.0
1957.0,164.0,8.0,48.0,56.0,40.0,316.0
1958.0,44.0,16.0,24.0,40.0,12.0,136.0
1959.0,0.0,16.0,8.0,20.0,8.0,52.0
1961.0,16.0,20.0,8.0,24.0,4.0,72.0
1962.0,28.0,4.0,20.0,24.0,8.0,84.0
1963.0,84.0,16.0,140.0,52.0,24.0,316.0
1964.0,80.0,4.0,8.0,40.0,0.0,132.0
1965.0,68.0,12.0,12.0,28.0,4.0,124.0
1966.0,44.0,4.0,28.0,16.0,12.0,104.0
1967.0,56.0,12.0,12.0,40.0,16.0,136.0
1968.0,180.0,4.0,124.0,40.0,16.0,364.0
1969.0,4.0,8.0,40.0,12.0,8.0,72.0
1970.0,16.0,16.0,28.0,16.0,12.0,88.0
1971.0,100.0,16.0,20.0,4.0,0.0,140.0
1972.0,8.0,32.0,20.0,32.0,0.0,92.0
1973.0,0.0,0.0,4.0,0.0,0.0,4.0
1974.0,0.0,8.0,0.0,0.0,0.0,8.0
1975.0,12.0,12.0,8.0,0.0,4.0,36.0
1976.0,4.0,0.0,0.0,0.0,0.0,4.0
1978.0,8.0,0.0,12.0,12.0,0.0,32.0
1979.0,0.0,4.0,0.0,0.0,0.0,4.0
1980.0,0.0,0.0,4.0,4.0,0.0,8.0
1981.0,0.0,8.0,0.0,4.0,0.0,12.0
1982.0,4.0,4.0,4.0,0.0,0.0,12.0
1983.0,36.0,4.0,32.0,28.0,28.0,128.0
1984.0,28.0,12.0,4.0,12.0,12.0,68.0
1985.0,4.0,20.0,8.0,12.0,20.0,64.0
1986.0,144.0,28.0,92.0,60.0,16.0,340.0
1987.0,64.0,40.0,48.0,68.0,12.0,232.0
1988.0,268.0,28.0,164.0,112.0,24.0,596.0
1989.0,44.0,0.0,40.0,20.0,8.0,112.0
1990.0,224.0,4.0,88.0,16.0,0.0,332.0
1991.0,60.0,68.0,12.0,32.0,0.0,172.0
1992.0,504.0,92.0,248.0,40.0,48.0,932.0
1993.0,840.0,36.0,336.0,76.0,76.0,1364.0
1994.0,420.0,24.0,364.0,88.0,16.0,912.0
1995.0,1136.0,24.0,444.0,92.0,32.0,1728.0
1996.0,200.0,76.0,156.0,36.0,24.0,492.0
1997.0,36.0,32.0,80.0,36.0,36.0,220.0
1998.0,48.0,8.0,68.0,68.0,16.0,208.0
1999.0,0.0,0.0,0.0,4.0,0.0,4.0
2000.0,4.0,4.0,12.0,28.0,8.0,56.0
2001.0,132.0,28.0,148.0,52.0,4.0,364.0
2002.0,148.0,16.0,68.0,20.0,4.0,256.0
2003.0,136.0,72.0,64.0,32.0,20.0,324.0
2004.0,168.0,124.0,96.0,68.0,56.0,512.0
2005.0,108.0,28.0,44.0,44.0,12.0,236.0
